Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
680000,1.146026,0.0029999595,2.574705958914231,688.2941176470588,0.2715889,2.574706293642521
690000,1.1449591,0.002999959,1.5725000626407564,594.625,0.30981264,1.5725002773106098
700000,1.1445732,0.0029999583,2.0475000701844692,633.875,0.30911055,2.0475003542378545
710000,1.1430835,0.002999958,2.6445455244657667,644.9090909090909,0.283337,2.6445458241823045
720000,1.137035,0.0029999572,2.968333407615622,677.5833333333334,0.27798802,2.9683337309397757
730000,1.1319686,0.0029999565,3.1628572150532688,665.2142857142857,0.28840882,3.162857540750078
740000,1.1265352,0.0029999558,2.609090982851657,669.1818181818181,0.2750051,2.6090912962840362
750000,1.1282812,0.0029999553,2.7946154605597258,681.6153846153846,0.253868,2.7946157535681357
760000,1.1206883,0.0029999546,2.964166739179442,661.5,0.22735497,2.9236367370255967
770000,1.116502,0.0029999542,2.3030769910949926,639.1538461538462,0.1685237,2.382143197581172
780000,1.1119406,0.002999954,2.612727343358777,649.9090909090909,0.16916227,2.612727632576769
790000,1.1015431,0.0029999535,2.5640000738203526,662.6,0.18511379,2.5640003910909095
800000,1.0954013,0.0029999523,3.3690909831361338,662.2727272727273,0.2375241,3.369091321460225
810000,1.0899409,0.0029999516,3.075000073760748,679.0833333333334,0.23248103,2.979091282256625
820000,1.0856818,0.0029999511,2.9858334072244666,677.0833333333334,0.19173254,3.0738465420615215
830000,1.0842854,0.0029999507,2.9100000768040237,686.3846153846154,0.18693866,2.910000420963535
840000,1.0826709,0.00299995,2.4723077720174422,705.3076923076923,0.18022685,2.4723081229111323
850000,1.0800513,0.00299995,2.7409091678194026,689.4545454545455,0.21067458,2.740909468382597
860000,1.0756125,0.0029999488,2.6500000786036253,701.5833333333334,0.23627427,2.6500003800416985
870000,1.0672007,0.0029999483,2.64777785518931,686.7777777777778,0.23311421,2.647778196260333
880000,1.0620064,0.0029999476,2.9481250745011494,677.9375,0.22818354,2.9481254023266956
890000,1.0607594,0.0029999467,2.8870000729337333,659.7,0.21802062,2.8870003812015055
900000,1.056812,0.002999946,2.9600000783268894,687.7857142857143,0.20000184,2.960000412006463
910000,1.0531642,0.002999946,2.3383334142466388,699.25,0.1662506,2.3383337541793785
920000,1.050757,0.0029999453,2.6909091689369897,688.8181818181819,0.14404476,2.690909516743638
930000,1.042975,0.0029999444,2.90666674512128,685.5833333333334,0.14350711,2.9066670841226974
940000,1.0347167,0.0029999437,2.4027273480526428,660.9090909090909,0.14633383,2.4027276496318253
950000,1.0301673,0.002999943,3.031538542503348,717.5384615384615,0.1627101,3.031538874197465
960000,1.027466,0.0029999425,2.196000073850155,671.8,0.15478179,2.196000417135656
970000,1.0268754,0.0029999423,2.1938462363412747,713.0,0.15192582,2.1938466024226866
980000,1.0247339,0.0029999414,2.7092857878389105,656.0714285714286,0.13123043,2.709286103158125
990000,1.0201457,0.002999941,2.335000079125166,676.1666666666666,0.1395593,2.335000392049551
1000000,1.0164871,0.0029999402,2.686666742588083,680.1666666666666,0.13288988,2.686667033781608
1010000,1.0148169,0.0029999393,3.088181896473874,692.3636363636364,0.14687236,3.0881822097369214
