Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
330000,1.1309716,0.0029999802,-1.4579444498336267,356.3333333333333,-0.3673186,-1.457944454676989
340000,1.1245497,0.00299998,-1.4860653904098189,360.0,-0.32516563,-1.4860653931525751
350000,1.1240146,0.0029999795,-1.382983337581633,361.5,-0.38708574,-1.382983353159701
360000,1.1113724,0.002999979,-1.1583653855579121,349.0769230769231,-0.33569327,-1.1583653833143985
370000,1.1044192,0.0029999777,-1.1807000012652884,351.80645161290323,-0.37410155,-1.1807000119869988
380000,1.0980703,0.0029999772,-1.2127857159866835,362.6666666666667,-0.28796875,-1.212785725792249
390000,1.0936596,0.0029999767,-1.1954258078631321,370.0,-0.34046614,-1.1954258069125634
400000,1.0928054,0.0029999763,-1.1743083344523864,364.2083333333333,-0.3149614,-1.174308338124926
410000,1.0898358,0.002999976,-1.139528125617062,359.9375,-0.3540644,-1.1395281376462663
420000,1.0821252,0.0029999753,-1.156123810361134,366.7142857142857,-0.28274953,-1.1561238109577625
430000,1.0758017,0.0029999746,-1.3113866697783427,377.8666666666667,-0.34496316,-1.3113866874948144
440000,1.0696707,0.002999974,-1.229621741013113,379.5652173913044,-0.30163273,-1.2296217554451332
450000,1.0595077,0.002999973,-1.1909161304281424,357.258064516129,-0.33509088,-1.1893233594950288
460000,1.0534015,0.0029999726,-1.30969412069124,387.94117647058823,-0.30033126,-1.305749994288716
470000,1.047035,0.0029999723,-1.292987502764845,395.25,-0.37192908,-1.2929875166300917
480000,1.0393754,0.0029999719,-1.2074636378773986,388.6818181818182,-0.31108135,-1.207463659113273
490000,1.0309632,0.002999971,-1.1831030315193911,372.45454545454544,-0.37223127,-1.1831030438259018
500000,1.0207961,0.0029999702,-1.1717055565730132,379.55555555555554,-0.27235955,-1.1717055578353919
510000,1.0088047,0.0029999695,-1.1983062513913865,385.09375,-0.38535985,-1.1983062698272988
520000,1.0002209,0.0029999688,-1.272745002548254,374.3,-0.28519908,-1.2727450141916052
530000,0.9934741,0.0029999686,-1.1875885726568023,385.9142857142857,-0.38996175,-1.1919823730474008
540000,0.98778284,0.0029999684,-1.1425941182974118,362.8235294117647,-0.27263984,-1.1367944404482841
550000,0.9814505,0.0029999677,-1.2035323544146461,384.11764705882354,-0.398648,-1.2035323561662261
560000,0.97370327,0.0029999665,-1.1569937508033945,377.9375,-0.25918886,-1.1569937650929205
570000,0.967549,0.0029999658,-1.316271431626644,409.4642857142857,-0.359884,-1.3162714429033389
580000,0.96468985,0.002999965,-1.5073761964016565,406.04761904761904,-0.26101962,-1.507376221540783
590000,0.9584711,0.0029999649,-1.2176400015706894,412.16,-0.34817648,-1.2176400068588555
600000,0.94911844,0.0029999646,-1.208088001490687,396.8,-0.28676605,-1.2107583376928233
610000,0.9422224,0.002999964,-1.2373045473098252,414.45454545454544,-0.32343045,-1.2332478335694126
620000,0.93988794,0.002999963,-1.2266360016647377,422.16,-0.30441785,-1.2266360137052834
630000,0.9361236,0.0029999623,-1.2377363654807347,418.77272727272725,-0.30454272,-1.2377363679591904
640000,0.9254124,0.0029999618,-1.1768269240164955,417.46153846153845,-0.31308207,-1.1768269289929707
650000,0.9219666,0.0029999614,-1.210309092350971,416.95454545454544,-0.28672892,-1.2088190591450603
660000,0.9169303,0.0029999611,-1.1569185191657636,416.18518518518516,-0.31196678,-1.1599428436519312
670000,0.91060615,0.0029999604,-1.1787263167704958,414.2105263157895,-0.26398283,-1.1751388989958085
680000,0.9070781,0.0029999597,-1.2779285738745654,418.5,-0.3119306,-1.2850607256737672
690000,0.896489,0.0029999588,-1.1946666678690927,418.3809523809524,-0.26765186,-1.1878000140105458
700000,0.8926354,0.002999958,-1.3260960031684954,417.8,-0.300625,-1.325408347377864
710000,0.8866227,0.0029999577,-1.3485210560875682,429.36842105263156,-0.2692411,-1.3482250205939637
720000,0.8830208,0.0029999574,-1.3530727307674666,436.54545454545456,-0.30731305,-1.3582476307859732
730000,0.87473226,0.0029999567,-1.2770750023719302,433.5833333333333,-0.2736358,-1.2757680001854896
740000,0.8669652,0.0029999558,-1.1694608703483422,428.9130434782609,-0.28139874,-1.1694608716213184
750000,0.85812443,0.002999955,-1.1684840007239836,439.64,-0.29742774,-1.1684840201586484
760000,0.85439897,0.0029999544,-1.1590450006009632,435.25,-0.27840465,-1.1590450095012783
770000,0.8410341,0.002999954,-1.1779458341931484,440.9166666666667,-0.3116909,-1.1779458502812001
780000,0.8385382,0.0029999537,-1.187035295062849,453.05882352941177,-0.27664915,-1.1870353154235465
790000,0.83029485,0.0029999532,-1.271830002169736,463.55,-0.2926996,-1.2718300141161307
800000,0.8214516,0.0029999528,-1.2428333350641576,464.9583333333333,-0.29350713,-1.2428333381540142
810000,0.8170673,0.0029999516,-1.2373571445111469,463.7142857142857,-0.29144225,-1.2373571551981426
820000,0.81341684,0.0029999511,-1.215640910398096,469.27272727272725,-0.2984691,-1.2156409322580493
830000,0.8022952,0.0029999504,-1.3158473712227485,469.94736842105266,-0.2779976,-1.3158473841796972
840000,0.78824484,0.00299995,-1.2905904786034843,472.76190476190476,-0.30922046,-1.2905905046722008
850000,0.7781694,0.0029999497,-1.2753772748986771,476.3181818181818,-0.2788813,-1.2753772963981398
860000,0.7751782,0.0029999488,-1.2318600015729317,463.55,-0.28834045,-1.2318600089289249
870000,0.7660417,0.0029999479,-1.1685461545314935,449.1923076923077,-0.31792575,-1.1685461569756557
880000,0.7613872,0.0029999474,-1.156266667181626,445.94444444444446,-0.27538958,-1.156266665370721
890000,0.75563574,0.0029999467,-1.172436000784801,439.04,-0.31711686,-1.1724360097944737
900000,0.7491166,0.0029999462,-1.1780526323656024,459.10526315789474,-0.26358736,-1.1780526417209523
910000,0.7407334,0.0029999462,-1.194378948376796,464.57894736842104,-0.28026396,-1.1943789494076842
920000,0.7342521,0.0029999453,-1.1428280002475366,462.28,-0.28611016,-1.142828013189137
930000,0.72486407,0.0029999444,-1.1373952382581636,463.0952380952381,-0.26891786,-1.137395238392942
940000,0.72009563,0.0029999437,-1.182740000805643,471.75,-0.25952184,-1.1827400137903168
950000,0.71590066,0.0029999432,-1.2301875014645702,484.1875,-0.2082892,-1.2301875075791031
960000,0.7041572,0.0029999427,-1.2538727290745804,488.1818181818182,-0.26929614,-1.2538727318275382
970000,0.6939109,0.0029999423,-1.2407454561312492,493.1363636363636,-0.23243618,-1.240745463027534
980000,0.6872448,0.0029999416,-1.2211764718522318,500.11764705882354,-0.23853588,-1.2211764804361498
990000,0.68371433,0.002999941,-1.341352176989502,496.0869565217391,-0.26943564,-1.3413521973821132
1000000,0.681408,0.00299994,-1.4252312543189873,498.8125,-0.22342305,-1.4252312613243703
1010000,0.67261666,0.0029999395,-1.2396450015770824,491.2,-0.2676161,-1.239645022689365
1020000,0.6624405,0.002999939,-1.1613291671095187,482.375,-0.2666003,-1.161329179245513
1030000,0.656903,0.0029999388,-1.1658722227176541,486.1111111111111,-0.24275129,-1.1658722293925368
1040000,0.6528915,0.002999938,-1.2007818191341357,501.90909090909093,-0.2796318,-1.198442871371905
1050000,0.6437559,0.0029999376,-1.2169388901024325,497.0,-0.24084042,-1.218673685884201
1060000,0.6336736,0.0029999365,-1.2926421075941394,500.36842105263156,-0.2568802,-1.2926421192670732
1070000,0.62971884,0.0029999358,-1.2516142873906315,510.3333333333333,-0.29593787,-1.2516143000019448
1080000,0.6166216,0.0029999355,-1.4152375040694096,523.125,-0.25328836,-1.4152375207049772
1090000,0.60392123,0.002999935,-1.3585470620511093,521.8235294117648,-0.27446443,-1.3585470809382112
1100000,0.5941772,0.0029999348,-1.6342800072714454,540.55,-0.28330168,-1.6342800173908472
1110000,0.5921443,0.0029999337,-1.572935300434491,549.8235294117648,-0.27015388,-1.572935320875224
1120000,0.58416075,0.002999933,-1.3324833360905661,541.8333333333334,-0.2767279,-1.3324833275595058
1130000,0.5734125,0.0029999323,-1.3020571451717322,538.9047619047619,-0.2715218,-1.3020571640116119
1140000,0.5613669,0.0029999318,-1.2354647072579075,525.1176470588235,-0.2502469,-1.2354647140018642
1150000,0.5497474,0.0029999313,-1.232242106583343,526.7894736842105,-0.27703574,-1.2322420980046063
1160000,0.5397697,0.002999931,-1.1929000007051702,533.5555555555555,-0.24178356,-1.1929000096602573
1170000,0.5335003,0.0029999304,-1.2884473706466164,510.8421052631579,-0.2458605,-1.2884473924917217
1180000,0.52518845,0.0029999295,-1.3996947406964242,519.2631578947369,-0.23999867,-1.3996947393752635
1190000,0.5195935,0.0029999288,-1.3124631603591537,540.3157894736842,-0.24208355,-1.312463173373161
1200000,0.5057031,0.002999928,-1.2307055568675827,523.2222222222222,-0.2430687,-1.2307055718006774
1210000,0.4983826,0.0029999276,-1.2172473694858796,534.5263157894736,-0.24901542,-1.2172473675179247
1220000,0.48954833,0.0029999274,-1.244338890302768,548.3888888888889,-0.2366252,-1.2443389053611706
1230000,0.48174793,0.0029999267,-1.2677411782120436,553.8235294117648,-0.20446365,-1.267741164932137
1240000,0.47567773,0.0029999258,-1.380900003371661,568.4117647058823,-0.24283175,-1.3809000435011352
1250000,0.46954903,0.002999925,-1.5354166723300295,572.3888888888889,-0.28035295,-1.5354166837253918
1260000,0.46666807,0.0029999246,-1.601850006634777,577.5625,-0.24268882,-1.6018500291975215
1270000,0.45846805,0.0029999241,-1.6327750071086484,574.75,-0.2393563,-1.6327750144603972
1280000,0.4499338,0.002999924,-1.436231822314188,584.4545454545455,-0.28957897,-1.4362318386874078
1290000,0.4394084,0.002999923,-1.280431820225534,526.0909090909091,-0.2352715,-1.2804318276360969
1300000,0.43003017,0.0029999225,-1.22978461668558,522.6153846153846,-0.20561469,-1.2297846358985856
1310000,0.42754334,0.0029999216,-1.1827653855594131,437.96153846153845,-0.2753017,-1.1827653986580957
1320000,0.42810938,0.0029999206,-1.191436000947433,468.88,-0.23926817,-1.1914360198006033
1330000,0.42216432,0.0029999206,-1.197092857901485,535.7142857142857,-0.1775756,-1.1970928498277706
1340000,0.4161062,0.0029999202,-1.2182181830602614,494.8636363636364,-0.2344365,-1.2182181944477966
1350000,0.41339135,0.0029999197,-1.1626315790666635,566.2105263157895,-0.22903548,-1.162631593693636
1360000,0.40729973,0.002999919,-1.133038461267111,553.6923076923077,-0.18505335,-1.1330384563009899
1370000,0.40387535,0.0029999178,-1.163641666883753,546.125,-0.25305635,-1.1640130560035291
1380000,0.40381247,0.0029999174,-1.154614285824729,539.2142857142857,-0.17847411,-1.1546466685831547
1390000,0.40157557,0.002999917,-1.1919071434598922,555.0714285714286,-0.18233655,-1.1919071503382708
1400000,0.39719573,0.0029999167,-1.2263695663091114,561.304347826087,-0.26850724,-1.2263695677215962
1410000,0.3877063,0.002999916,-1.2104733341747003,564.5333333333333,-0.17736885,-1.210473352856934
1420000,0.37679592,0.0029999155,-1.1958153852297424,566.3846153846154,-0.1951447,-1.1958153823462243
1430000,0.36957943,0.0029999146,-1.2281250010983058,566.125,-0.28150403,-1.2281250053783879
1440000,0.36377248,0.0029999136,-1.171528571685485,565.1428571428571,-0.17697993,-1.1715285865856069
1450000,0.35654715,0.002999913,-1.287807694305509,564.3076923076923,-0.19247821,-1.2878077309936857
1460000,0.34554,0.002999913,-1.34116522012324,579.5217391304348,-0.2979586,-1.3411652369667655
1470000,0.33710036,0.0029999125,-1.299066668750796,584.1333333333333,-0.2032402,-1.2990666954778134
1480000,0.33492598,0.0029999118,-1.5736857204485983,590.2142857142857,-0.21620364,-1.5736857234234256
1490000,0.33158228,0.0029999106,-1.2504565230954778,584.4782608695652,-0.3045867,-1.2504565326051544
1500000,0.323766,0.0029999102,-1.2087928578927989,580.5714285714286,-0.2039956,-1.2087928617506154
1510000,0.32073873,0.0029999095,-1.2434461551109472,581.4615384615385,-0.20631677,-1.2434461617555757
1520000,0.3063128,0.0029999092,-1.1920083338378997,579.2916666666666,-0.29944134,-1.192008340343212
1530000,0.3010795,0.002999909,-1.1511642856250026,575.2857142857143,-0.20322289,-1.1511642872688495
1540000,0.30319148,0.0029999083,-1.1785928575081925,564.3571428571429,-0.21064559,-1.1785928703112794
1550000,0.30210036,0.0029999074,-1.218934783538988,573.5217391304348,-0.29293555,-1.2189347850280288
1560000,0.29605088,0.0029999064,-1.1945642862499102,581.0,-0.20880248,-1.194564291176253
1570000,0.29358426,0.002999906,-1.1707466669050821,566.6666666666666,-0.22482942,-1.170746676127116
1580000,0.28910717,0.0029999055,-1.161382608809736,563.0,-0.259692,-1.1613826080954268
1590000,0.28115016,0.0029999053,-1.1918933338408049,578.2,-0.20738383,-1.1943143031759453
1600000,0.27885872,0.0029999043,-1.157446153885058,567.0769230769231,-0.19934727,-1.15748572429376
1610000,0.27714393,0.0029999036,-1.173680000231252,579.15,-0.25570494,-1.1736800040816888
1620000,0.27040085,0.0029999032,-1.1825333336309996,595.4444444444445,-0.21523182,-1.182533342132552
1630000,0.26456562,0.0029999022,-1.176230769413031,600.6153846153846,-0.18864523,-1.1762307782729085
1640000,0.25792003,0.002999902,-1.160045454518695,592.5909090909091,-0.25379875,-1.1600454682272605
1650000,0.25448596,0.0029999015,-1.1860200003880892,585.9333333333333,-0.20694566,-1.186019995684425
1660000,0.25343165,0.0029999008,-1.2053384622211945,584.5384615384615,-0.19105989,-1.2053384743272686
1670000,0.24457882,0.0029999004,-1.178819047883042,590.1428571428571,-0.25096038,-1.178819054604641
1680000,0.23810211,0.0029998992,-1.2199800008689636,592.5333333333333,-0.19506027,-1.219980003933112
1690000,0.23209845,0.0029998985,-1.2033428577435967,597.3571428571429,-0.19828351,-1.2064615469425917
1700000,0.21999882,0.0029998983,-1.1779619050475525,581.5714285714286,-0.2554066,-1.1772727415981619
1710000,0.2115636,0.0029998978,-1.234675001100186,589.6875,-0.20695342,-1.2346750054275617
1720000,0.20947945,0.0029998976,-1.2448500012734647,584.5,-0.19519043,-1.2448500157001294
1730000,0.20672263,0.0029998966,-1.2947750019917295,591.2,-0.25976548,-1.294775015884079
1740000,0.20311534,0.0029998955,-1.2289117657744688,576.2941176470588,-0.21389514,-1.2289117685902644
1750000,0.20534636,0.002999895,-2.834178596526596,565.3571428571429,-0.19944899,-2.834178626104923
1760000,0.20911534,0.0029998948,-1.4849263206614476,581.4736842105264,-0.27090237,-1.484926332670607
1770000,0.20870107,0.002999894,-2.3528500178132767,588.1111111111111,-0.23315191,-2.352850037213001
1780000,0.20731655,0.0029998939,-1.336923079533825,593.9230769230769,-0.19373003,-1.3369230698221004
1790000,0.20508635,0.0029998932,-1.2013300005368364,605.6,-0.27514994,-1.2013300067512318
1800000,0.20007284,0.0029998922,-1.19539285765755,589.3571428571429,-0.20433104,-1.1953928674837309
1810000,0.1937211,0.0029998915,-1.2951866685810576,611.8666666666667,-0.20339513,-1.295186670900633
1820000,0.1936211,0.0029998906,-2.229994133589464,596.7647058823529,-0.29741713,-2.297031327703735
1830000,0.19367208,0.0029998906,-1.549744450192116,604.5,-0.26014355,-1.529094756825974
1840000,0.20003444,0.0029998901,-7.23976372701608,631.8181818181819,-0.32185924,-7.239763980900699
1850000,0.20604882,0.0029998894,-15.87625021961503,650.9375,-0.49912056,-15.876251099602086
1860000,0.20744096,0.0029998883,-9.908930130587397,618.5,-0.46175587,-9.90893053615
1870000,0.21253124,0.0029998878,-12.31966683321419,633.1666666666666,-0.5831439,-12.319667406729423
1880000,0.21785074,0.0029998873,-3.21785003076972,580.3333333333334,-0.7588638,-2.962817637003301
1890000,0.21006246,0.0029998869,-12.612150171040412,603.125,-0.7321398,-12.314577067024349
1900000,0.20337947,0.0029998864,-11.802087658871642,619.1875,-0.60527396,-11.802088280499447
1910000,0.19412188,0.0029998862,-4.466783382756451,582.0,-0.63442063,-4.379382506012917
1920000,0.20093097,0.0029998855,-3.7455944830795085,585.1111111111111,-0.5377908,-3.8617528380188895
1930000,0.19676238,0.0029998843,-1.6321625071241215,568.9375,-0.5438751,-1.6321625355049036
1940000,0.19786899,0.0029998836,-1.2422750013098267,566.15,-0.6017538,-1.2422750220634042
1950000,0.19586028,0.0029998834,-1.733641185106535,569.8823529411765,-0.47233462,-1.7336412002880346
1960000,0.19308887,0.002999883,-1.226100001065788,566.6875,-0.4389346,-1.2260999882710166
1970000,0.18369557,0.0029998824,-1.1677055557815441,558.6666666666666,-0.43301105,-1.1677055509191834
1980000,0.1767714,0.0029998817,-1.1572166667113681,564.5555555555555,-0.39227948,-1.1572166718283876
1990000,0.17733392,0.0029998806,-1.1666388891418238,548.0,-0.3624244,-1.1666388913937327
2000000,0.17870542,0.0029998801,-1.1980789480719403,552.9473684210526,-0.35258934,-1.1980789683906263
2010000,0.17190842,0.0029998797,-1.1606117649010712,540.4117647058823,-0.30383715,-1.1606117748271894
2020000,0.16115737,0.0029998792,-1.1492047619606074,532.6666666666666,-0.30305424,-1.1492047747375356
2030000,0.15635094,0.002999879,-1.169986957116951,476.5217391304348,-0.3043884,-1.1699869646488323
2040000,0.15511604,0.002999878,-1.147150000299007,465.6,-0.27371028,-1.1471500045154244
2050000,0.15798672,0.002999877,-1.1536038465987635,453.5769230769231,-0.29213995,-1.1536038626486866
2060000,0.16901255,0.0029998766,-1.235557896396035,456.2105263157895,-0.22470258,-1.2355579120156013
2070000,0.18122414,0.002999876,-1.1449391307896408,443.8695652173913,-0.25226125,-1.1449391338366852
2080000,0.19012089,0.0029998755,-1.1535117650804323,470.29411764705884,-0.22198163,-1.1535117512514048
2090000,0.19522038,0.0029998752,-1.3248850028376182,494.35,-0.23879498,-1.324885001918301
2100000,0.2007672,0.0029998743,-1.409486367714139,500.22727272727275,-0.23754095,-1.4094863715158268
2110000,0.21019393,0.0029998736,-1.4520333379793253,516.4166666666666,-0.23691948,-1.45203336122601
2120000,0.21721771,0.002999873,-1.505276195880946,525.5238095238095,-0.32023618,-1.5052762217376203
2130000,0.22017804,0.0029998722,-1.6926500082066922,525.15,-0.25843245,-1.6926500321598723
2140000,0.21697037,0.002999872,-1.3922090946930852,508.8636363636364,-0.2984743,-1.3922091006216677
2150000,0.21119061,0.0029998717,-1.1544619050674512,490.85714285714283,-0.2563542,-1.154461901723629
2160000,0.20213063,0.002999871,-1.1254374998434287,497.8125,-0.20518817,-1.1254374973359518
2170000,0.2016449,0.0029998703,-1.124213043308966,496.5217391304348,-0.25928104,-1.1242130503017942
2180000,0.19869259,0.0029998694,-1.139600000088103,489.75,-0.20569187,-1.139600005419925
2190000,0.20572813,0.0029998685,-1.1339947368392849,491.57894736842104,-0.22154155,-1.13313333873844
2200000,0.2104645,0.0029998682,-1.17462857198968,501.95238095238096,-0.2643118,-1.1734863594597713
2210000,0.2093026,0.002999868,-1.2306142870604941,514.2857142857143,-0.21451037,-1.2306142885770117
2220000,0.20566253,0.0029998673,-1.1386434782509003,510.0,-0.2866106,-1.1386434855546965
2230000,0.20008501,0.0029998666,-1.1567300002578123,510.55,-0.25750536,-1.1567300114547834
2240000,0.19629687,0.002999866,-1.1985200008755783,512.0,-0.22889204,-1.198520004718254
2250000,0.18416062,0.002999865,-1.1472590910227816,511.22727272727275,-0.26286545,-1.1472590896300972
2260000,0.18455058,0.0029998648,-1.1972222230413334,521.2222222222222,-0.23880145,-1.1972222258854244
2270000,0.18032688,0.0029998645,-1.1666937503073314,535.0625,-0.24095668,-1.1666937470436096
2280000,0.16749085,0.0029998636,-1.1646200002593106,539.3,-0.23075071,-1.1646200065501033
2290000,0.16698751,0.0029998631,-1.1608235296016038,542.4705882352941,-0.18805961,-1.1608235121923773
2300000,0.16859944,0.002999862,-1.1496727273254443,535.1363636363636,-0.2535341,-1.1494619040084737
2310000,0.16468899,0.0029998615,-1.1307999997670242,536.0588235294117,-0.21895997,-1.1320944587027446
2320000,0.16288246,0.0029998608,-1.1645388891948742,527.5,-0.20556442,-1.1645388893990054
2330000,0.15997747,0.0029998606,-1.152015789649771,513.2105263157895,-0.2590834,-1.152015794166609
2340000,0.16003789,0.0029998603,-1.156431818428907,512.1818181818181,-0.24786143,-1.1564318265511908
2350000,0.16183777,0.0029998596,-1.252009092575463,514.1818181818181,-0.21884482,-1.2520091078582813
2360000,0.16132419,0.0029998582,-1.2184461549701295,524.2692307692307,-0.2906779,-1.2184461547742382
2370000,0.15382463,0.0029998578,-1.1653411767825566,528.8823529411765,-0.22680926,-1.1653411927742554
2380000,0.14590384,0.0029998575,-1.1483900000668654,526.85,-0.25717315,-1.1483900191960856
2390000,0.13903947,0.0029998568,-1.153383333474873,526.8333333333334,-0.2336199,-1.1533647126737325
2400000,0.13652992,0.0029998568,-1.1595062502378823,525.625,-0.23382303,-1.159164700027117
2410000,0.13726607,0.002999856,-1.1748391309074182,524.304347826087,-0.28003028,-1.1748391496746435
2420000,0.13327345,0.002999855,-1.1760941181598943,518.9411764705883,-0.24590172,-1.1760941439253443
2430000,0.124774665,0.0029998543,-1.220562501205677,512.0,-0.2323676,-1.2205625068454538
2440000,0.122069806,0.0029998536,-1.1463000001531327,498.375,-0.24884419,-1.1463000100920908
2450000,0.12126184,0.0029998533,-1.1239684208803258,496.4736842105263,-0.20811543,-1.1239684294468086
2460000,0.11467795,0.0029998529,-1.1458916668301147,494.3333333333333,-0.26947767,-1.1458916880267982
2470000,0.10812642,0.0029998524,-1.1608166670666833,491.05555555555554,-0.2132355,-1.1608166568653866
2480000,0.105874136,0.0029998517,-1.2381000015157042,500.625,-0.20543261,-1.2381000262103043
2490000,0.10401973,0.0029998505,-1.2341565231580045,509.6521739130435,-0.2807419,-1.2341565378415196
2500000,0.099635005,0.0029998499,-1.4818647109560141,520.8235294117648,-0.23920077,-1.4818646940402687
2510000,0.09647428,0.0029998496,-1.217814286810088,528.9285714285714,-0.21294121,-1.161230782046914
2520000,0.09240157,0.0029998492,-1.581009097408572,534.6363636363636,-0.273626,-1.5972000375471038
2530000,0.098849274,0.002999849,-1.3058210550524036,526.5263157894736,-0.24273755,-1.3058210834860802
2540000,0.102892235,0.0029998482,-1.146940000143659,502.96,-0.27841517,-1.1469400189630687
2550000,0.09905959,0.002999847,-1.144205882490068,494.70588235294116,-0.20190892,-1.1442058818031322
2560000,0.09905596,0.0029998466,-1.1558187503310364,489.75,-0.18941624,-1.1558187576010823
2570000,0.09752913,0.002999846,-1.1414000000950182,494.82608695652175,-0.23432931,-1.1413999966588682
2580000,0.08895078,0.0029998454,-1.1352799999964192,496.5,-0.2063965,-1.135280003817752
2590000,0.07924125,0.0029998452,-1.1395947369092028,494.89473684210526,-0.23291568,-1.1395947362639403
2600000,0.06665678,0.0029998443,-1.1457190477629497,498.57142857142856,-0.22034726,-1.1457190415378482
2610000,0.05940111,0.0029998436,-1.1444466667662103,504.53333333333336,-0.20360869,-1.144446648315837
2620000,0.05311215,0.0029998426,-1.1433320000741514,506.6,-0.29211497,-1.1433320139348506
2630000,0.04062788,0.0029998424,-1.1506777779876656,500.3333333333333,-0.22133988,-1.150677798005442
2640000,0.028169295,0.002999842,-1.1379937500282722,498.5625,-0.22417691,-1.137993774667848
2650000,0.015868034,0.0029998417,-1.1409227273639275,493.8636363636364,-0.23305604,-1.1409227300689302
2660000,0.0067506954,0.002999841,-1.1558947371315873,499.94736842105266,-0.22001174,-1.1558947584248687
2670000,-0.003679417,0.00299984,-1.1635000003880123,503.625,-0.27703595,-1.1634999947661224
2680000,-0.008460112,0.0029998394,-1.151955555733164,512.7222222222222,-0.23408882,-1.15195556018605
2690000,-0.012980102,0.0029998387,-1.123349999752723,512.0,-0.22819597,-1.1233499929242368
2700000,-0.018946623,0.0029998384,-1.1433086956989744,513.1739130434783,-0.28728276,-1.1433087059742082
2710000,-0.02601852,0.0029998382,-1.1473235294701334,525.0588235294117,-0.22873463,-1.1473235290990595
2720000,-0.034847554,0.0029998373,-1.1467944445293041,516.6666666666666,-0.2510106,-1.1467944461490132
2730000,-0.038833477,0.0029998363,-1.1478842105953893,524.421052631579,-0.2506138,-1.147884213855784
2740000,-0.04612599,0.0029998356,-1.1536650001344242,529.7,-0.23792343,-1.1536650120513514
2750000,-0.056627512,0.002999835,-1.149116666692862,539.6666666666666,-0.23595606,-1.1491166653577238
2760000,-0.058860693,0.0029998347,-1.2000222229705995,549.1666666666666,-0.20613983,-1.2026294178932029
2770000,-0.053684738,0.0029998343,-1.1560625000738582,553.5,-0.20712666,-1.1560412013958044
2780000,-0.052734267,0.0029998338,-1.1515578947131104,561.0,-0.2211195,-1.1512555599523087
